cell.instance,tumor.label
cy78-CD45-neg-2-A10-S586-comb,Mel78
cy78-CD45-neg-3-F10-S742-comb,Mel78
cy78-CD45-neg-3-A09-S681-comb,Mel78
cy78-CD45-neg-1-A06-S486-comb,Mel78
cy78-CD45-neg-1-F11-S551-comb,Mel78
cy84-Primary-CD45-neg-H07-S1051-comb,Mel84
cy78-CD45-neg-3-D12-S720-comb,Mel78
cy78-CD45-neg-3-A03-S675-comb,Mel78
cy78-CD45-neg-1-C07-S511-comb,Mel78
cy78-CD45-neg-3-D06-S714-comb,Mel78
cy78-CD45-neg-3-C10-S706-comb,Mel78
cy78-CD45-neg-3-C03-S699-comb,Mel78
cy78-CD45-neg-3-H08-S764-comb,Mel78
cy78-CD45-neg-3-B04-S688-comb,Mel78
cy84-Primary-CD45-neg-A07-S967-comb,Mel84
cy84-Primary-CD45-neg-F05-S1025-comb,Mel84
cy78-CD45-neg-3-A08-S680-comb,Mel78
cy78-CD45-neg-3-F08-S740-comb,Mel78
cy84-Primary-CD45-neg-H12-S1056-comb,Mel84
cy78-CD45-neg-3-G06-S750-comb,Mel78
cy78-CD45-neg-3-E10-S730-comb,Mel78
cy78-CD45-neg-1-G01-S553-comb,Mel78
cy78-CD45-neg-3-B11-S695-comb,Mel78
cy78-CD45-neg-1-F07-S547-comb,Mel78
cy78-CD45-neg-1-C03-S507-comb,Mel78
cy78-CD45-neg-1-D06-S522-comb,Mel78
cy78-CD45-neg-3-F11-S743-comb,Mel78
cy78-CD45-neg-3-A07-S679-comb,Mel78
cy78-CD45-neg-1-H10-S574-comb,Mel78
cy78-CD45-neg-1-G02-S554-comb,Mel78
cy78-CD45-neg-3-E12-S732-comb,Mel78
cy78-CD45-neg-3-A10-S682-comb,Mel78
cy78-CD45-neg-1-E09-S537-comb,Mel78
cy78-CD45-neg-1-C04-S508-comb,Mel78
cy78-CD45-neg-3-A04-S676-comb,Mel78
cy78-CD45-neg-3-G12-S756-comb,Mel78
cy84-Primary-CD45-neg-D05-S1001-comb,Mel84
cy78-CD45-neg-3-E04-S724-comb,Mel78
cy78-CD45-neg-3-H09-S765-comb,Mel78
CY88_5_B10_S694_comb,Mel88
CY88_3_D02_S614_comb,Mel88
CY88_5_B06_S690_comb,Mel88
CY88_3_F01_S637_comb,Mel88
CY88_3_C01_S601_comb,Mel88
CY88_5_C12_S708_comb,Mel88
CY88_5_G04_S748_comb,Mel88
CY88_3_F05_S641_comb,Mel88
CY88_3_H11_S671_comb,Mel88
CY88_3_C10_S610_comb,Mel88
CY88_5_D11_S719_comb,Mel88
CY88_5_H03_S759_comb,Mel88
CY88_5_E04_S724_comb,Mel88
CY88_3_D07_S619_comb,Mel88
CY88_3_G09_S657_comb,Mel88
CY88_5_H08_S764_comb,Mel88
CY88_3_B04_S592_comb,Mel88
CY88_3_A10_S586_comb,Mel88
CY88_5_B12_S696_comb,Mel88
CY88_3_H10_S670_comb,Mel88
CY88_5_H05_S761_comb,Mel88
CY88_5_D08_S716_comb,Mel88
CY88_3_B12_S600_comb,Mel88
CY88_5_D10_S718_comb,Mel88
CY88_3_C12_S612_comb,Mel88
CY88_3_C08_S608_comb,Mel88
CY88_5_E02_S722_comb,Mel88
CY88_3_G07_S655_comb,Mel88
CY88_5_F11_S743_comb,Mel88
CY88_5_C09_S705_comb,Mel88
CY88_5_B03_S687_comb,Mel88
CY88_5_B07_S691_comb,Mel88
CY88_5_B01_S685_comb,Mel88
CY88_3_E10_S634_comb,Mel88
CY88_5_C08_S704_comb,Mel88
CY88_5_F05_S737_comb,Mel88
CY88_5_C05_S701_comb,Mel88
CY88_3_G11_S659_comb,Mel88
CY88_3_D03_S615_comb,Mel88
CY88_3_D09_S621_comb,Mel88
CY88_3_A07_S583_comb,Mel88
CY88_5_C02_S698_comb,Mel88
CY88_3_A02_S578_comb,Mel88
CY88_3_B08_S596_comb,Mel88
CY88_3_G03_S651_comb,Mel88
CY88_3_H08_S668_comb,Mel88
CY88_5_A05_S677_comb,Mel88
CY88_3_B09_S597_comb,Mel88
CY88_5_C01_S697_comb,Mel88
CY88_3_E02_S626_comb,Mel88
CY88_3_A12_S588_comb,Mel88
CY88_5_G02_S746_comb,Mel88
CY88_3_G05_S653_comb,Mel88
CY88_3_E07_S631_comb,Mel88
CY88_3_A08_S584_comb,Mel88
CY88_3_C06_S606_comb,Mel88
CY88_3_F11_S647_comb,Mel88
CY88_5_A06_S678_comb,Mel88
CY88_3_A11_S587_comb,Mel88
CY88_3_F10_S646_comb,Mel88
CY88_3_G12_S660_comb,Mel88
CY88_5_H04_S760_comb,Mel88
CY88_3_G01_S649_comb,Mel88
CY88_5_F03_S735_comb,Mel88
CY88_5_A03_S675_comb,Mel88
CY88_5_F06_S738_comb,Mel88
CY88_5_H06_S762_comb,Mel88
CY88_3_F09_S645_comb,Mel88
CY88_5_A12_S684_comb,Mel88
CY88_3_G10_S658_comb,Mel88
CY88_3_D11_S623_comb,Mel88
CY88_3_H04_S664_comb,Mel88
CY88_5_B02_S686_comb,Mel88
CY88_3_F06_S642_comb,Mel88
CY88_3_D05_S617_comb,Mel88
CY88_5_A07_S679_comb,Mel88
CY88_5_A09_S681_comb,Mel88
CY88_3_A05_S581_comb,Mel88
CY88_3_E08_S632_comb,Mel88
CY88_3_F08_S644_comb,Mel88
CY88_5_D12_S720_comb,Mel88
CY88_5_B08_S692_comb,Mel88
CY88_5_E11_S731_comb,Mel88
CY88_3_A04_S580_comb,Mel88
CY88_5_G08_S752_comb,Mel88
CY88_5_C11_S707_comb,Mel88
CY88_5_A10_S682_comb,Mel88
CY88_5_D04_S712_comb,Mel88
CY88_5_B04_S688_comb,Mel88
CY88_3_H03_S663_comb,Mel88
CY88_5_G12_S756_comb,Mel88
CY88_5_C07_S703_comb,Mel88
CY88_5_H01_S757_comb,Mel88
CY88_5_E08_S728_comb,Mel88
CY88_5_C04_S700_comb,Mel88
CY88_5_C10_S706_comb,Mel88
CY88_5_B05_S689_comb,Mel88
CY88_3_E06_S630_comb,Mel88
CY88_3_A01_S577_comb,Mel88
CY88_5_H11_S767_comb,Mel88
CY88_5_E10_S730_comb,Mel88
CY88_5_G11_S755_comb,Mel88
CY88_5_D01_S709_comb,Mel88
CY88_3_G04_S652_comb,Mel88
CY88_5_H07_S763_comb,Mel88
CY88_3_F04_S640_comb,Mel88
CY88_5_G10_S754_comb,Mel88
CY88_5_C03_S699_comb,Mel88
CY88_3_E11_S635_comb,Mel88
CY88_5_F10_S742_comb,Mel88
CY88_5_B09_S693_comb,Mel88
CY88_3_G06_S654_comb,Mel88
cy88_cd45pos_5_C01_S217_comb,Mel88
CY88CD45_150813_G04_S364_comb,Mel88
CY88CD45POS_7_C07_S223_comb,Mel88
CY88CD45_150813_B05_S305_comb,Mel88
CY88CD45POS_2_B11_S407_comb,Mel88
CY84_PRIM_POS_All_6_D06_S426_comb,Mel84
CY84_PRIM_POS_All_6_G01_S457_comb,Mel84
CY84_PRIM_POS_All_6_E04_S436_comb,Mel84
